,id,tags,light,point,nearby,region,scheme,address,weather,category,datetime,severity,vehicles,dead_count,participants,injured_count,parent_region,road_conditions,participants_count,participant_categories
930,2448546,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.28752, 'long': 44.971793}",[ ],Назрановский район,210,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 586 км",['Ясно'],Столкновение,2017-07-08 10:30:00,С погибшими,"[ { ""year"": 2013, ""brand"": ""VOLKSWAGEN"", ""color"": ""Черный"", ""model"": ""Multivan"", ""category"": ""D-класс (средний) до 4,6 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": 7 } ] }, { ""year"": 2008, ""brand"": ""ВАЗ"", ""color"": ""Иные цвета"", ""model"": "" Жигули  ВАЗ-2104 модификации"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ""Нарушение правил применения ремней безопасности пассажиром"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Выезд на полосу встречного движения"", ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут пассажир)"" ], ""health_status"": ""Скончался на месте ДТП до приезда скорой медицинской помощи"", ""years_of_driving_experience"": null } ] } ]",1,[ ],2,Республика Ингушетия,['Сухое'],3,['Все участники']
931,2448455,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.288936, 'long': 44.907614}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""АЗС"" ]",Назрановский район,500,"с/п Яндаре, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Ясно'],Столкновение,2020-02-21 11:20:00,Тяжёлый,"[ { ""year"": 2003, ""brand"": ""ВАЗ"", ""color"": ""Иные цвета"", ""model"": ""ВАЗ 2110, 21101, 21102, 21103, 21108"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 10 } ] }, { ""year"": 2011, ""brand"": ""TOYOTA"", ""color"": ""Черный"", ""model"": ""Camry"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": 18 } ] } ]",0,[ ],3,Республика Ингушетия,['Сухое'],3,['Все участники']
932,2448915,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']","В темное время суток, освещение включено","{'lat': 43.290381, 'long': 44.922838}","[ ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""АЗС"" ]",Назрановский район,820,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 583 км",['Ясно'],Наезд на пешехода,2018-10-08 18:20:00,Тяжёлый,"[ { ""year"": 2015, ""brand"": ""MERCEDES"", ""color"": ""Белый"", ""model"": ""Sprinter"", ""category"": ""Прочие одноярусные"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 23 } ] } ]",0,"[ { ""role"": ""Пешеход"", ""gender"": ""Мужской"", ""violations"": [ ""Иные нарушения"", ""Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"" } ]",1,Республика Ингушетия,['Сухое'],2,"['Все участники', 'Пешеходы', 'Дети']"
933,2448391,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.284579, 'long': 44.885094}","[ ""Жилые дома индивидуальной застройки"" ]",Назрановский район,030,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 580 км",['Пасмурно'],Столкновение,2019-11-14 10:20:00,Легкий,"[ { ""year"": 2005, ""brand"": ""ВАЗ"", ""color"": ""Иные цвета"", ""model"": ""ВАЗ 2115 и модификации"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил расположения ТС на проезжей части"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": 26 }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null } ] }, { ""year"": 2012, ""brand"": ""КАМАЗ"", ""color"": ""Белый"", ""model"": ""6520"", ""category"": ""Самосвалы"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": 15 } ] } ]",0,[ ],3,Республика Ингушетия,['Мокрое'],3,['Все участники']
934,2448742,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.25383, 'long': 44.816623}","[ ""Мост"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Назрановский район,830,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 572 км",['Ясно'],"Наезд на лицо, не являющееся участником дорожного движения, осуществляющее несение службы",2020-05-10 22:50:00,С погибшими,"[ { ""year"": 2005, ""brand"": ""ГАЗ"", ""color"": ""Иные цвета"", ""model"": ""2705  Газель , 27057 и модификации"", ""category"": ""Фургоны"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил расположения ТС на проезжей части"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 1 } ] }, { ""year"": 1992, ""brand"": ""КАМАЗ"", ""color"": ""Иные цвета"", ""model"": ""5321"", ""category"": ""Прочие грузовые автомобили"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 46 } ] } ]",1,[ ],2,Республика Ингушетия,['Сухое'],4,['Все участники']
935,2491511,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.264331, 'long': 44.837823}",[ ],Назрановский район,930,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 575 км",['Ясно'],Наезд на препятствие,2020-09-28 01:30:00,Легкий,"[ { ""year"": 2006, ""brand"": ""NISSAN"", ""color"": ""Иные цвета"", ""model"": ""Teana"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил расположения ТС на проезжей части"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": 9 } ] } ]",0,[ ],1,Республика Ингушетия,['Сухое'],1,['Все участники']
936,2448740,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': 43.287656, 'long': 44.898881}",[ ],Назрановский район,940,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 579 км",['Ясно'],Наезд на препятствие,2020-05-17 19:25:00,Тяжёлый,"[ { ""year"": 2016, ""brand"": ""HYUNDAI"", ""color"": ""Белый"", ""model"": ""Solaris"", ""category"": ""А-класс (особо малый) до 3,5 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Женский"", ""violations"": [ ""Нарушение правил расположения ТС на проезжей части"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 7 } ] } ]",0,[ ],1,Республика Ингушетия,['Сухое'],1,['Все участники']
937,2572774,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 42.969204, 'long': 45.012016}",[ ],Сунженский  район,610,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 36 км",['Ясно'],Съезд с дороги,2021-05-17 00:05:00,Тяжёлый,"[ { ""year"": 2005, ""brand"": ""ВАЗ"", ""color"": ""Зеленый"", ""model"": ""ВАЗ 2112 и модификации"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"", ""Управление ТС в состоянии алкогольного опьянения"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 14 } ] } ]",0,[ ],1,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части']",1,['Все участники']
938,2597563,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.316802, 'long': 45.048999}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"" ]",Сунженский  район,500,"пгт Сунжа, ул Калинина, 65",['Ясно'],Столкновение,2021-07-16 14:00:00,С погибшими,"[ { ""year"": 2006, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""ВАЗ 2110, 21101, 21102, 21103, 21108"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Скончался в течение 2 суток"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут пассажир)"" ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"", ""years_of_driving_experience"": 29 }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"", ""years_of_driving_experience"": null } ] }, { ""year"": 2000, ""brand"": ""MERCEDES"", ""color"": ""Черный"", ""model"": ""S-класс"", ""category"": ""D-класс (средний) до 4,6 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": null } ] } ]",1,[ ],0,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части', 'Отсутствие дорожных знаков в необходимых местах']",4,['Все участники']
939,2590590,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.011065, 'long': 45.001051}","[ ""Мост"" ]",Сунженский  район,940,"тр. Кавказ-Нестеровская-Алкун-Таргим-Чми, 34 км",['Ясно'],Наезд на препятствие,2021-07-02 10:30:00,С погибшими,"[ { ""year"": 2013, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": ""ВАЗ 2114 и модификации"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Получил телесные повреждения с показанием к лечению в медицинских организациях (кроме разовой медицинской помощи)"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Превышение установленной скорости движения"" ], ""health_status"": ""Скончался на месте ДТП до приезда скорой медицинской помощи"", ""years_of_driving_experience"": 7 } ] } ]",1,[ ],1,Республика Ингушетия,['Сухое'],2,['Все участники']
940,2587331,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.283352, 'long': 45.045512}",[ ],Сунженский  район,910,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 593 км",['Ясно'],Наезд на стоящее ТС,2021-06-23 21:05:00,С погибшими,"[ { ""year"": 2003, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""ВАЗ 2114 и модификации"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Скончался на месте ДТП по прибытию скорой медицинской помощи, но до транспортировки в мед. организацию"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил расположения ТС на проезжей части"", ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null } ] } ]",1,[ ],2,Республика Ингушетия,['Сухое'],3,['Все участники']
941,2654949,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.311486, 'long': 45.044782}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток"" ]",Сунженский  район,210,"пгт Сунжа, ул Бояджиева, 51",['Ясно'],Столкновение,2021-11-22 13:40:00,Тяжёлый,"[ { ""year"": 1998, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": "" Жигули  ВАЗ-2106 модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Управление ТС лицом, не имеющим права на управление ТС"", ""Эксплуатация незарегистрированного ТС"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null } ] }, { ""year"": 2004, ""brand"": ""BMW"", ""color"": ""Серый"", ""model"": ""3er"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Выезд на полосу встречного движения"", ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null } ] } ]",0,[ ],3,Республика Ингушетия,['Сухое'],3,['Все участники']
942,2548815,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.206802, 'long': 45.109777}",[ ],Сунженский  район,610,"Нестеровская-Чемульга-Аршты, 10 км",['Туман'],Съезд с дороги,2021-02-06 21:00:00,Тяжёлый,"[ { ""year"": 2003, ""brand"": ""ГАЗ"", ""color"": ""Белый"", ""model"": ""3221  Газель , 32217, 32213, 32212, 322172, 322132, 322133 и модификации"", ""category"": ""Одноэтажные длиной от 5 до 8 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил применения ремней безопасности пассажиром"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил применения ремней безопасности пассажиром"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"", ""Пользование мобильной связью во время управления автомобилем"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут пассажир)"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 29 }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"", ""years_of_driving_experience"": null } ] } ]",0,[ ],2,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части']",6,['Все участники']
943,2667923,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.282563, 'long': 45.066808}",[ ],Сунженский  район,910,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 595 км",['Ясно'],Наезд на стоящее ТС,2021-12-20 18:30:00,Легкий,"[ { ""year"": 2021, ""brand"": ""MITSUBISHI"", ""color"": ""Белый"", ""model"": ""Прочие модели MITSUBISHI"", ""category"": ""Фургоны"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Неправильный выбор дистанции"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": 9 } ] }, { ""year"": 2007, ""brand"": ""MAN"", ""color"": ""Белый"", ""model"": ""Прочие модели Man"", ""category"": ""Седельные тягачи"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 10 } ] } ]",0,[ ],1,Республика Ингушетия,['Сухое'],2,['Все участники']
944,2448923,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.287156, 'long': 44.98601}",[ ],Сунженский  район,050,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 588 км",['Ясно'],Столкновение,2018-10-02 19:00:00,Тяжёлый,"[ { ""year"": 2005, ""brand"": ""DAF"", ""color"": ""Синий"", ""model"": ""XF95 Series"", ""category"": ""Седельные тягачи"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 14 } ] }, { ""year"": 2012, ""brand"": ""ВАЗ"", ""color"": ""Синий"", ""model"": ""ВАЗ 2114 и модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение бокового интервала"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 15 } ] } ]",0,[ ],1,Республика Ингушетия,['Сухое'],2,['Все участники']
945,2449228,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.099698, 'long': 44.988413}","[ ""Жилые дома индивидуальной застройки"" ]",Сунженский  район,070,"с Галашки, ул Шоссейная, 60",['Ясно'],Столкновение,2018-08-05 17:50:00,Тяжёлый,"[ { ""year"": 2004, ""brand"": ""ВАЗ"", ""color"": ""Желтый"", ""model"": ""ВАЗ 2111, 21110 (универсал), 21113, 21114"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Неправильный выбор дистанции"", ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"", ""Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения"" ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null } ] }, { ""year"": 2008, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""ВАЗ 2111, 21110 (универсал), 21113, 21114"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 15 } ] } ]",0,[ ],3,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части']",4,['Все участники']
946,2784496,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.309862, 'long': 45.00221}","[ ""Иной объект"", ""Нерегулируемый пешеходный переход"" ]",Сунженский  район,930,"ст-ца Троицкая, ул Шоссейная, 5",['Ясно'],Наезд на препятствие,2022-11-25 19:00:00,Легкий,"[ { ""year"": 2008, ""brand"": ""ВАЗ"", ""color"": ""Черный"", ""model"": ""Priora"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил применения ремней безопасности пассажиром"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил применения ремней безопасности пассажиром"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил применения ремней безопасности пассажиром"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил расположения ТС на проезжей части"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)"", ""Несоблюдение требований ОСАГО"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут пассажир)"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 6 } ] } ]",0,[ ],3,Республика Ингушетия,"['Сухое', 'Отсутствие освещения']",4,['Все участники']
947,2784499,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.223692, 'long': 45.032358}","[ ""Жилые дома индивидуальной застройки"" ]",Сунженский  район,300,"ст-ца Нестеровская, ул Шоссейная, 21",['Ясно'],Столкновение,2022-11-22 17:20:00,С погибшими,"[ { ""year"": 2013, ""brand"": ""ВАЗ"", ""color"": ""Иные цвета"", ""model"": ""Granta (Гранта)"", ""category"": ""Прочие легковые автомобили"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": 45 } ] }, { ""year"": 2007, ""brand"": ""ВАЗ"", ""color"": ""Красный"", ""model"": ""Priora"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Скончался в течение 1 суток"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Управление ТС лицом, не имеющим права на управление ТС"", ""Светопропускание стекол менее нормативного"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null } ] } ]",1,[ ],3,Республика Ингушетия,['Сухое'],4,['Все участники']
