,id,tags,light,point,region,scheme,address,weather,category,datetime,severity,dead_count,injured_count,parent_region,participants_count,participant_categories,geometry,participant_role,participant_gender,participant_health_status,vehicle_year,vehicle_brand,vehicle_color,vehicle_model,vehicle_category,status_role,status_gender,status_health_status,status_years_of_driving_experience,status_violations_cluster_categories,participant_violations_cluster_categories,nearby_cluster_categories,road_conditions_cluster_categories
785,2449453,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.288907, 'long': 44.907572}",Назрановский район,300.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 581 км",['Ясно'],Столкновение,2016-07-07 16:35:00,Тяжёлый,0,2,Республика Ингушетия,3,['Все участники'],POINT (44.907572 43.288907),,,,2008.0,ВАЗ,Серый,Priora,Легковые автомобили (без типа),Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Regulated Intersection Pedestrian Crossing Accidents,"""Dry Road Conditions"""
786,2448625,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.290385, 'long': 44.923356}",Назрановский район,200.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Туман'],Столкновение,2017-01-01 01:50:00,Тяжёлый,0,2,Республика Ингушетия,3,['Все участники'],POINT (44.923356 43.290385),,,,2014.0,ВАЗ,Многоцветный,Priora,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Не пострадал,6.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Dry Road Conditions"""
787,2448767,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': None, 'long': None}",Назрановский район,210.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Ясно'],Столкновение,2015-06-26 13:00:00,Легкий,0,1,Республика Ингушетия,2,['Все участники'],,,,,2007.0,ВАЗ,Иные цвета,ВАЗ 2114 и модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,5.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
788,2448770,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': None, 'long': None}",Назрановский район,210.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 579 км",['Ясно'],Столкновение,2015-06-14 12:30:00,Тяжёлый,0,3,Республика Ингушетия,4,['Все участники'],,,,,2003.0,ВАЗ,Иные цвета,ВАЗ 2112 и модификации,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Женский,Скончался на месте ДТП до приезда скорой медицинской помощи,,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
789,2448775,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': None, 'long': None}",Назрановский район,210.0,"тр. Кавказ-Экажево-Сурхахи, 1 км","['Пасмурно', 'Дождь']",Столкновение,2015-06-06 18:15:00,Тяжёлый,0,2,Республика Ингушетия,4,['Все участники'],,,,,1996.0,MERCEDES,Иные цвета,E-класс,"D-класс (средний) до 4,6 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",4.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""",Absence of Lighting on Dry Roads
790,2448774,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': None, 'long': None}",Назрановский район,220.0,"Ср. Ачалуки-Плиево, 1 км",['Ясно'],Столкновение,2015-06-08 23:50:00,Тяжёлый,0,1,Республика Ингушетия,3,['Все участники'],,,,,1995.0,TOYOTA,Белый,Mark II,"D-класс (средний) до 4,6 м",Водитель,Мужской,Не пострадал,3.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Poor Visibility and Bad Road Condition"""
791,2448772,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': None, 'long': None}",Назрановский район,610.0,"Экажево-Али-Юрт, 0 км",['Ясно'],Наезд на препятствие,2015-06-09 16:20:00,С погибшими,3,1,Республика Ингушетия,4,['Все участники'],,,,,2003.0,ВАЗ,Иные цвета,"ВАЗ 2110, 21101, 21102, 21103, 21108","С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,Скончался при транспортировке,,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Petrol Station Accidents,"""Dry Road Conditions"""
792,2448769,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': None, 'long': None}",Назрановский район,210.0,"с Кантышево, ул Джабагиева",['Ясно'],Столкновение,2015-06-14 14:30:00,Тяжёлый,0,2,Республика Ингушетия,3,['Все участники'],,,,,2011.0,ВАЗ,Белый,ВАЗ 2114 и модификации,"В-класс (малый) до 3,9 м",Пассажир,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Areas with Individual Houses,"""Dry Road Conditions"""
793,2448520,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.254757, 'long': 44.80266}",Назрановский район,820.0,"с Барсуки, ул А.С.Умарова, 25",['Ясно'],Наезд на пешехода,2016-08-13 20:00:00,С погибшими,1,0,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.80266 43.254757),Пешеход,Мужской,"Скончался на месте ДТП по прибытию скорой медицинской помощи, но до транспортировки в медицинское учреждение",2004.0,ВАЗ,Белый,"ВАЗ 2110, 21101, 21102, 21103, 21108",Легковые автомобили (без типа),Водитель,Мужской,Не пострадал,13.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""",Pedestrian Crossing Violations,Residential Area Unregulated Individual Houses,"Faulty Lighting, Dry Road Conditions"
794,2448518,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.2772, 'long': 44.8628}",Назрановский район,210.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 578 км",['Ясно'],Столкновение,2016-08-21 22:50:00,С погибшими,4,0,Республика Ингушетия,5,['Все участники'],POINT (44.8628 43.2772),,,,2013.0,ВАЗ,Белый,ВАЗ 2114 и модификации,Легковые автомобили (без типа),Водитель,Мужской,Скончался в течение 1 суток,2.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""",Absence of Lighting on Dry Roads
795,2449164,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': 45.0167, 'long': 41.0}",Назрановский район,10.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 577 км",['Пасмурно'],Столкновение,2016-05-31 22:30:00,С погибшими,1,2,Республика Ингушетия,5,['Все участники'],POINT (41 45.0167),,,,1998.0,MERCEDES,Фиолетовый,E-класс,Легковые автомобили (без типа),Водитель,Мужской,Не пострадал,7.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Petrol Station Accidents,"Faulty Lighting, Dry Road Conditions"
796,2449064,['Дорожно-транспортные происшествия'],Сумерки,"{'lat': 41.0167, 'long': 39.0333}",Назрановский район,330.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 575 км",['Ясно'],Столкновение,2016-10-14 17:30:00,Тяжёлый,0,2,Республика Ингушетия,4,['Все участники'],POINT (39.0333 41.0167),,,,2004.0,ВАЗ,Иные цвета," Жигули  ВАЗ-2108, 09 и модификации                       ",Легковые автомобили (без типа),Водитель,,Не пострадал,,"""Accident Due to Control by Person Without Driving Rights""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
797,2449220,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']","В темное время суток, освещение включено","{'lat': 43.285289, 'long': 44.887347}",Назрановский район,610.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 579 км",['Ясно'],Наезд на препятствие,2018-08-30 20:15:00,С погибшими,2,1,Республика Ингушетия,3,"['Все участники', 'Дети']",POINT (44.887347 43.285289),,,,2009.0,ВАЗ,Белый,Priora,Прочие легковые автомобили,Водитель,Мужской,Не пострадал,9.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
798,2449368,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']",Светлое время суток,"{'lat': None, 'long': None}",Назрановский район,220.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 585 км",['Пасмурно'],Столкновение,2015-08-24 14:00:00,С погибшими,1,1,Республика Ингушетия,3,"['Все участники', 'Дети']",,,,,2000.0,RENAULT,Оранжевый,Прочие модели Renault,Седельные тягачи,Водитель,Мужской,"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",33.0,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Wet Roads Accidents"""
799,2448844,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.16, 'long': 44.54}",Назрановский район,600.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 586 км",['Ясно'],Иной вид ДТП,2017-05-23 13:40:00,Тяжёлый,0,2,Республика Ингушетия,3,['Все участники'],POINT (44.54 43.16),,,,2001.0,ВАЗ,Синий,"ВАЗ 2110, 21101, 21102, 21103, 21108",Прочие легковые автомобили,Водитель,Мужской,"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",22.0,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
800,2448920,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.290412, 'long': 44.92286}",Назрановский район,500.0,"с/п Яндаре, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 583 км",['Ясно'],Столкновение,2018-10-14 21:50:00,С погибшими,1,2,Республика Ингушетия,4,['Все участники'],POINT (44.92286 43.290412),,,,2005.0,МАЗ,Белый,5336,Бортовые грузовые автомобили,Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",14.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Dry Road Conditions"""
801,2449347,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.248329, 'long': 44.813876}",Назрановский район,210.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 572 км",['Ясно'],Столкновение,2020-08-12 00:10:00,Тяжёлый,0,3,Республика Ингушетия,3,['Все участники'],POINT (44.813876 43.248329),,,,2007.0,KIA,Иные цвета,Spectra,Прочие легковые автомобили,Пассажир,Женский,"Раненый, находящийся (находившийся) на стационарном лечении",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
802,2449348,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.272581, 'long': 44.850655}",Назрановский район,200.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 586 км",['Ясно'],Столкновение,2020-08-08 18:10:00,Легкий,0,2,Республика Ингушетия,2,['Все участники'],POINT (44.850655 43.272581),,,,2003.0,MERCEDES,Иные цвета,E-класс,"В-класс (малый) до 3,9 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",24.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
803,2449351,['Дорожно-транспортные происшествия'],Сумерки,"{'lat': 43.288124, 'long': 44.974229}",Назрановский район,940.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 587 км",['Ясно'],Наезд на препятствие,2020-08-05 03:50:00,Тяжёлый,0,1,Республика Ингушетия,1,['Все участники'],POINT (44.974229 43.288124),,,,2012.0,TOYOTA,Черный,Camry,"В-класс (малый) до 3,9 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",10.0,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
804,2448876,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.267779, 'long': 44.842945}",Назрановский район,610.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 575 км",['Ясно'],Опрокидывание,2017-11-03 22:32:00,С погибшими,1,2,Республика Ингушетия,3,['Все участники'],POINT (44.842945 43.267779),,,,2000.0,LEXUS,Черный,Прочие модели Lexus,"В-класс (малый) до 3,9 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",35.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
805,2449463,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.288437, 'long': 44.904513}",Назрановский район,930.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 581 км",['Ясно'],Наезд на препятствие,2020-07-26 13:05:00,Тяжёлый,0,1,Республика Ингушетия,1,['Все участники'],POINT (44.904513 43.288437),,,,2016.0,ВАЗ,Белый,Priora,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)",5.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Dry Road Conditions"""
806,2449464,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.290483, 'long': 44.92198}",Назрановский район,30.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Ясно'],Столкновение,2020-07-13 12:10:00,Тяжёлый,0,1,Республика Ингушетия,2,['Все участники'],POINT (44.92198 43.290483),,,,2000.0,MERCEDES,Синий,E-класс,"D-класс (средний) до 4,6 м",Водитель,Мужской,Не пострадал,7.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Dry Road Conditions"""
807,2449425,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.253854, 'long': 44.816676}",Назрановский район,300.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 573 км",['Ясно'],Столкновение,2019-10-09 18:00:00,Тяжёлый,0,3,Республика Ингушетия,3,['Все участники'],POINT (44.816676 43.253854),,,,2003.0,ВАЗ,Иные цвета,"ВАЗ 2110, 21101, 21102, 21103, 21108","С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",,"""Accident Due to Control by Person Without Driving Rights""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
808,2448930,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.25183, 'long': 44.815207}",Назрановский район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 572 км",['Ясно'],Столкновение,2019-05-06 13:40:00,Легкий,0,3,Республика Ингушетия,3,['Все участники'],POINT (44.815207 43.25183),,,,2005.0,ГАЗ,Белый,"3302, 33027 и модификации",Бортовые грузовые автомобили,Водитель,Мужской,"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",30.0,"""Excessive Speed and Unsafe Lane Departure""","""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
809,2449093,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.288986, 'long': 44.908044}",Назрановский район,820.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Ясно'],Наезд на пешехода,2017-04-09 07:20:00,Тяжёлый,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.908044 43.288986),Пешеход,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",2000.0,MERCEDES,Черный,C-класс,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",9.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""",Pedestrian Crossing Violations,Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
810,2449308,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.290483, 'long': 44.919748}",Назрановский район,200.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 583 км",['Ясно'],Столкновение,2019-08-29 19:50:00,Тяжёлый,0,3,Республика Ингушетия,3,['Все участники'],POINT (44.919748 43.290483),,,,2013.0,ВАЗ,Иные цвета,Priora,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Petrol Station Accidents,"""Dry Road Conditions"""
811,2448732,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.29042, 'long': 44.922731}",Назрановский район,200.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 582 км",['Ясно'],Столкновение,2020-05-30 20:45:00,С погибшими,1,1,Республика Ингушетия,2,['Все участники'],POINT (44.922731 43.29042),,,,2011.0,ВАЗ,Белый,ВАЗ 2114 и модификации,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,Absence of Lighting on Dry Roads
812,2448737,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': 43.290405, 'long': 44.92331}",Назрановский район,,"с/п Яндаре, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 583 км",['Ясно'],Съезд с дороги,2020-05-25 02:00:00,Тяжёлый,0,1,Республика Ингушетия,1,['Все участники'],POINT (44.92331 43.290405),,,,2002.0,BMW,Синий,Прочие модели BMW,"D-класс (средний) до 4,6 м",Водитель,Мужской,Не пострадал,44.0,"""Violation of Traffic Rules and Failure to Yield Right of Way""","""Unknown Pedestrian Violations in Car Accidents""",Petrol Station Accidents,"""Dry Road Conditions"""
813,2449247,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.288046, 'long': 44.901659}",Назрановский район,30.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 580 км",['Ясно'],Столкновение,2020-03-25 15:30:00,Легкий,0,2,Республика Ингушетия,3,['Все участники'],POINT (44.901659 43.288046),,,,2016.0,ВАЗ,Черный,Priora,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Женский,"Раненый, находящийся (находившийся) на стационарном лечении",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Areas with Individual Houses,"""Dry Road Conditions"""
814,2449251,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.269722, 'long': 44.844861}",Назрановский район,70.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 578 км",['Ясно'],Столкновение,2020-03-02 19:10:00,Тяжёлый,0,1,Республика Ингушетия,2,['Все участники'],POINT (44.844861 43.269722),,,,2003.0,ВАЗ,Иные цвета," Жигули  ВАЗ-2108, 09 и модификации                       ","С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Не пострадал,1.0,"""Non-compliance with Speed under Specific Traffic Conditions""","""Unknown Pedestrian Violations in Car Accidents""","""Uknown Area Car Accidents""","""Dry Road Conditions"""
815,2449252,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.288827, 'long': 44.907732}",Назрановский район,500.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 581 км",['Ясно'],Столкновение,2020-03-01 14:50:00,Тяжёлый,0,1,Республика Ингушетия,3,['Все участники'],POINT (44.907732 43.288827),,,,2010.0,ВАЗ,Серый, Жигули  ВАЗ-2105 модификации,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,7.0,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
816,2448404,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']",Светлое время суток,"{'lat': 43.288914, 'long': 44.90772}",Назрановский район,500.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 581 км",['Пасмурно'],Столкновение,2017-12-08 09:30:00,Тяжёлый,0,5,Республика Ингушетия,5,"['Все участники', 'Дети']",POINT (44.90772 43.288914),,,,2011.0,ВАЗ,Синий,Priora,"В-класс (малый) до 3,9 м",Водитель,Мужской,Не пострадал,,"""Accident Due to Control by Person Without Driving Rights""","""Unknown Pedestrian Violations in Car Accidents""",Regulated Intersection Pedestrian Crossing Accidents,"""Wet Roads Accidents"""
817,2448987,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': None, 'long': None}",Назрановский район,600.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 573 км",['Ясно'],Наезд на препятствие,2015-01-09 05:10:00,С погибшими,1,0,Республика Ингушетия,2,['Все участники'],,,,,2009.0,ВАЗ,Иные цвета,Priora,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,Не пострадал,14.0,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Residential Areas with Individual Houses,Snow Covered Road with No Lighting
818,2448893,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']","В темное время суток, освещение отсутствует","{'lat': 43.288936, 'long': 44.907603}",Назрановский район,500.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 581 км",['Ясно'],Столкновение,2020-01-19 16:00:00,Тяжёлый,0,5,Республика Ингушетия,6,"['Все участники', 'Дети']",POINT (44.907603 43.288936),,,,2008.0,ВАЗ,Иные цвета,Priora,"С-класс (малый средний, компактный) до 4,3 м",Пассажир,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Dry Road Conditions"""
819,2448453,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.289702, 'long': 44.913182}",Назрановский район,610.0,"с Яндаре, Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 583 км",['Дождь'],Съезд с дороги,2020-02-23 01:00:00,Тяжёлый,0,1,Республика Ингушетия,2,['Все участники'],POINT (44.913182 43.289702),,,,2015.0,ВАЗ,Белый,Granta (Гранта),"В-класс (малый) до 3,9 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара",36.0,Unknown Violations in Car Accidents,"""Unknown Pedestrian Violations in Car Accidents""",Unregulated Intersection Street Accidents,"""Wet Roads Accidents"""
820,2449079,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.9, 'long': 44.13}",Назрановский район,820.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 586 км",['Ясно'],Наезд на пешехода,2017-02-25 22:20:00,Тяжёлый,0,1,Республика Ингушетия,2,"['Все участники', 'Пешеходы']",POINT (44.13 43.9),Пешеход,Женский,"Раненый, находящийся (находившийся) на стационарном лечении",2016.0,KIA,Черный,Rio,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",20.0,"""Accident Due to Control by Person Without Driving Rights""",Pedestrian Unexpectedly Emerging From Behind Parked Vehicle Violation,"""Uknown Area Car Accidents""","""Dry Road Conditions"""
821,2448446,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.287421, 'long': 44.897282}",Назрановский район,40.0,"Р-217 Кавказ автомобильная дорога М-4 Дон - Владикавказ - Грозный - Махачкала - граница с Азербайджанской Республикой (основное направление), 580 км",['Ясно'],Столкновение,2020-02-29 11:30:00,Тяжёлый,0,3,Республика Ингушетия,4,['Все участники'],POINT (44.897282 43.287421),,,,2007.0,ВАЗ,Иные цвета,ВАЗ 2115 и модификации,"С-класс (малый средний, компактный) до 4,3 м",Водитель,Мужской,"Раненый, находящийся (находившийся) на стационарном лечении",16.0,"""Accident Due to Control by Person Without Driving Rights""","""Unknown Pedestrian Violations in Car Accidents""",Residential Area Unregulated Individual Houses,"""Dry Road Conditions"""
